matrícula,período,disciplina,créditos,turma,grau,sit.final,professor 
0910165,20132,LPZ1460,4,TQA,10,AP,Nahom Hume
0910165,20132,QRJ1943,4,SJU,,CL,Brandon La
0910165,20132,DSB1025,2,SJU,,CL,Katelyn Daniels
0910165,20132,LOU1757,4,ISQ,,CJ,Eileen Killen
0910165,20132,LOU1757,4,OOI,,CA,NA
0910165,20132,QTR1759,2,ISQ,,CL,Marcus Kim
0910165,20132,DVE1554,1,ISQ,,CL,Manuel Dang
0910165,20132,VQP1780,4,IAG,6.8,AP,Hunter Simmons
0910165,20132,CSH1051,4,QBM,7.8,AP,Myles Krishnan
0910165,20132,XWB1221,4,PAZ,,CD,Noah Thomas
0910165,20132,ZXK1612,2,DYN,9,AP,Chaurice Sanchez
0910260,20091,PDP1596,2,GCS,8.8,AP,Dana Herrera
0910260,20091,KIU1613,4,AIU,8.4,AP,Sophie Reyes Velasco
0910260,20091,KIU1613,4,YZA,,CA,Adina Estes
0910260,20091,OPG1830,2,AIU,8.7,AP,Curtis Ye
0910260,20091,OPG1830,2,YZA,,CA,Jo'Vonte Miyagi
0910260,20091,GLJ1776,6,YZA,,CA,Briana Taylor
0910260,20091,LUT1566,6,SSC,7.5,AP,Tony Delacruz
0910260,20091,AKJ1977,4,YZA,,CA,Roman Asakawa
0910260,20091,AKJ1977,4,TPC,8.2,AP,Roman Asakawa
0910260,20091,WCJ1507,4,CYS,,CA,Albert Larson
0910260,20091,RLT1868,4,CYS,6.9,AP,James Huynh
0910260,20091,OKQ1453,2,YZA,,CA,D'Morea Dronavalli
0910260,20091,OKQ1453,2,WXA,8.1,AP,John Lofton
0910260,20091,DWU1433,4,YZA,5.9,AP,Jaida Ledesma
0910260,20092,QNI1752,4,FDO,9.7,AP,Nicole Dailey
0910260,20092,NNO1640,2,HLB,9.9,AP,Christine Williams
0910260,20092,XFW1558,4,AIU,7.6,AP,Sophie Reyes Velasco
0910260,20092,ODX1244,2,UPY,9.2,AP,Tajeanna Velazquez Martinez
0910260,20092,MKK1957,4,BFR,10,AP,Emi Sparks
0910260,20092,HOW1491,2,IAG,6.7,AP,Janet Mayo
0910260,20092,EBS1850,4,AIU,7.2,AP,Josephine Byrd
0910260,20092,DZV1691,3,SLM,7.5,AP,Benito Hoang
0910260,20101,HDZ1240,4,SQE,9.7,AP,Felicia Charles
0910260,20101,YLN1319,2,ISQ,7.1,AP,Michael Curry
0910260,20101,GDQ1501,2,AIU,8,AP,Damien Walker
0910260,20101,AMP1538,4,SCP,5.8,AP,Makda Anaya
0910260,20101,QSJ1299,2,SCP,9.1,AP,Joanne Stewart III
0910260,20101,LBG1213,4,BFR,9.2,AP,Alec Edwards
0910260,20101,GOZ1785,4,IAG,6.7,AP,Ryan Kascak
0910260,20101,DOI1181,4,UPY,7.6,AP,Roman Asakawa
0910260,20101,TBT1498,4,AIU,5.2,AP,William Gutierrez
0910260,20102,AOR1164,2,SPM,10,AP,Giovany Hornbuckle
0910260,20102,TGG1649,4,ISQ,5.8,AP,Toua Kang
0910260,20102,DAN1561,4,CLF,8.8,AP,Dashawn Stephens
0910260,20102,HCV1283,4,IAG,6,AP,Ahmed Hoang
0910260,20102,RXL1676,4,IAG,6,AP,Angel Ramirez-Ramirez
0910260,20102,FTT1655,4,IAG,9.4,AP,Cody Robinson
0910260,20102,WCJ1507,4,SLM,6.7,AP,Kayleigh Cordova
0910260,20102,CPL1834,4,CYS,6.4,AP,Kay Harms
0910260,20111,DSB1025,2,QNJ,7,AP,Timothy Holt-Middleton
0910260,20111,ZUA1290,6,ISQ,5.2,AP,Toua Kang
0910260,20111,LCX1999,2,SJU,7.9,AP,Toua Kang
0910260,20111,OGJ1002,4,IAG,6.2,AP,Ahmed Hoang
0910260,20111,ZAB1614,4,IAG,7.9,AP,Desirae Johnson
0910260,20111,EFJ1215,4,IAG,8.2,AP,Janet Mayo
0910260,20111,QXX1723,4,CYS,9.9,AP,Brian Mian
0910260,20111,YPC1912,4,CYS,,CL,Kayanna Banuelos Hernandez
0910260,20112,UDA1386,2,SJU,,CL,Jacoby Palmer IV
0910260,20112,XOA1296,4,ISQ,7,AP,Patrick Sayeed
0910260,20112,OLC1422,3,ISQ,9.6,AP,Patrick Sayeed
0910260,20112,AHR1808,4,CLF,8.3,AP,Brooke Gilbert
0910260,20112,VQP1780,4,IAG,,CL,Hunter Simmons
0910260,20112,OUT1489,4,IAG,9.5,AP,Alejandro Pan
0910260,20112,IMT1945,4,IAG,7.8,AP,Jordan Carrillo Aguirre
0910260,20112,NXY1218,4,CYS,7.4,AP,Brian Mian
0910260,20121,XTE1459,2,ISQ,,CL,Brittney Medina
0910260,20121,LOU1757,4,ISQ,6,AP,Eileen Killen
0910260,20121,JIA1854,5,ISQ,9.8,AP,Raymond Goheen
0910260,20121,LES1454,4,ISQ,,CL,Chelsea Dominguez
0910260,20121,TBA1383,4,TVQ,8.5,AP,Danielle Beck
0910260,20121,VQP1780,4,IAG,1.6,RM,Hunter Simmons
0910260,20121,WVZ1249,2,TLO,6.6,AP,Hunter Faus
0910260,20122,HXJ1807,2,TQA,9.7,AP,Christopher Dunnum
0910260,20122,QEI1217,4,ISQ,6.4,AP,Patrick Sayeed
0910260,20122,MUN1530,4,IAG,9.6,AP,Dashawn Stephens
0910260,20122,TFL1187,4,IAG,10,AP,Samantha Garcia
0910260,20122,VQP1780,4,IAG,7.6,AP,Hunter Simmons
0910260,20122,XGA1316,4,IAG,,CD,Mariah Bills
0910260,20122,QUT1986,4,IAG,9.5,AP,Alexander Bartelt
0910260,20131,UDA1386,2,ISQ,,CL,Kacei Kalam
0910260,20131,XTE1459,2,SJU,2.8,RM,Brittney Medina
0910260,20131,LES1454,4,ISQ,6.8,AP,Erin Ortiz Lopez
0910260,20131,WNC1771,4,IAG,5.7,AP,Marcus Kim
0910260,20131,YIM1155,4,CYS,6.6,AP,Cole Samuel
0910260,20131,BNB1985,4,CYS,,CL,Stephanie Hughes
0910260,20132,UDA1386,2,OOI,,CL,Jacoby Palmer IV
0910260,20132,TOX1429,4,IAG,9.3,AP,Carsen Williams
0910260,20132,UEX1632,4,CYS,,CL,Kayanna Banuelos Hernandez
0910260,20132,APX1748,4,CYS,,CL,Lan Clark
0910385,20091,PDP1596,2,QGI,,AT,Mariah Martinez
0910385,20091,KIU1613,4,SCP,,AT,Sophie Reyes Velasco
0910385,20091,OPG1830,2,SCP,,AT,Curtis Ye
0910385,20091,GLJ1776,6,SCP,,AT,Lael Barnes
0910385,20091,AKJ1977,4,SCP,,AT,Ruby Willingham
0910385,20091,OKQ1453,2,SCP,,AT,Sheyenne Malcolm
0910385,20091,DWU1433,4,SCP,,AT,D'Ambara Santos
0911371,20091,PDP1596,2,QGI,7.5,AP,Mariah Martinez
0911371,20091,VRL1694,4,CBJ,7.3,AP,Jo'Vonte Miyagi
0911371,20091,OBS1959,6,CBJ,7.7,AP,Isaiah Lark
0911371,20091,OKQ1453,2,CBJ,8.6,AP,Sheyenne Malcolm
0911371,20091,DWU1433,4,CBJ,5.3,AP,Christopher Vue
0911371,20092,QNI1752,4,HFF,9,AP,Jacob Shepard
0911371,20092,NNO1640,2,HLB,5.8,AP,Christine Williams
0911371,20092,CZQ1472,4,BAX,6.5,AP,Aaliyah Plascencia
0911371,20092,XGC1837,2,HLB,5.4,AP,Aaliyah Plascencia
0911371,20092,MKK1957,4,BFR,6.5,AP,Emi Sparks
0911371,20092,GOZ1785,4,CLF,6.3,AP,Cody Robinson
0911371,20092,RLR1915,6,YZA,5.7,AP,Jade Quiroga
0911371,20101,XFW1558,4,AIU,7,AP,Valerie Ford
0911371,20101,ODX1244,2,SCP,9.6,AP,Joshua Thajeb
0911371,20101,LBG1213,4,YZA,7.6,AP,Sydnei Chavez
0911371,20101,HOW1491,2,IAG,6.3,AP,Janet Mayo
0911371,20101,OBK1818,4,XOG,6.8,AP,Tahnee Peterson
0911371,20101,AKJ1977,4,UFI,5.8,AP,Chigozie Jain
0911371,20102,VRY1444,4,SSN,10,AP,Leslye Rodriguez
0911371,20102,GDQ1501,2,SCP,5.1,AP,Luis Upadhyay
0911371,20102,AMP1538,4,BFR,6.1,AP,Deandre Hoang
0911371,20102,QSJ1299,2,AIU,9.8,AP,Zuriel Blanchard
0911371,20102,GUO1361,2,CLF,7.2,AP,Ahmed Hoang
0911371,20102,CSH1051,4,LGT,8.5,AP,Myles Krishnan
0911371,20102,DOI1181,4,BFR,5,AP,Erik Stewart
0911371,20111,AOR1164,2,PSM,9.2,AP,Kyle Van
0911371,20111,YLN1319,2,KRD,7.3,AP,Michael Curry
0911371,20111,TGG1649,4,ISQ,6.8,AP,Lashaundra Pena
0911371,20111,DAN1561,4,IAG,6.4,AP,Mariah Bills
0911371,20111,HCV1283,4,IAG,5.5,AP,Sydnei Chavez
0911371,20111,AHR1808,4,IAG,8.2,AP,Brooke Gilbert
0911371,20111,WNC1771,4,IAG,5.2,AP,Marcus Kim
0911371,20112,ZUA1290,6,ISQ,2.6,RM,Toua Kang
0911371,20112,LCX1999,2,SJU,7.8,AP,Toua Kang
0911371,20112,TBA1383,4,REB,8,AP,Danielle Beck
0911371,20112,OGJ1002,4,IAG,7.9,AP,Ahmed Hoang
0911371,20112,FTT1655,4,IAG,6.1,AP,William Bailey
0911371,20112,WVZ1249,2,GXE,8.3,AP,Tanishia Lynch
0911371,20121,QYI1062,2,RHR,8.4,AP,Jacob Mosley
0911371,20121,DSB1025,2,SJU,7.6,AP,Frankie Chandramouli
0911371,20121,LOU1757,4,SJU,6.5,AP,Erin Ortiz Lopez
0911371,20121,ZUA1290,6,ISQ,4.9,RM,Toua Kang
0911371,20121,RXL1676,4,CLF,5.8,AP,Alicia Caballero
0911371,20121,QUT1986,4,IAG,5.4,AP,Alexander Bartelt
0911371,20122,UDA1386,2,QNJ,8,AP,Jacoby Palmer IV
0911371,20122,XTE1459,2,OOI,5.2,AP,Brittney Medina
0911371,20122,ZUA1290,6,ISQ,5.5,AP,Toua Kang
0911371,20122,ZAB1614,4,IAG,6.8,AP,Alejandro Pan
0911371,20122,EFJ1215,4,IAG,5.1,AP,Janet Mayo
0911371,20122,VQP1780,4,IAG,5.6,AP,Hunter Simmons
0911371,20131,QRJ1943,4,SJU,5.8,AP,Brandon La
0911371,20131,DVE1554,1,ISQ,,CP,Manuel Dang
0911371,20131,XOA1296,4,ISQ,6.7,AP,Patrick Sayeed
0911371,20131,OLC1422,3,ISQ,9.9,AP,Patrick Sayeed
0911371,20131,TZJ1993,1,IAG,10,AP,Savannah Lopez Susano
0911371,20131,PFB1675,4,LGT,7.7,AP,Myles Krishnan
0911371,20132,CQX1087,4,ISQ,,CD,Callie Mcgee
0911371,20132,LES1454,4,ISQ,7.8,AP,Chelsea Dominguez
0911371,20132,RBS1052,3,ISQ,10,AP,Nihal Garcia
0911371,20132,GWN1997,4,IAG,7.6,AP,Manuel Tat
0911371,20132,SKL1073,4,IAV,9.7,AP,Luz Hernandez
0911371,20132,OUT1489,4,IAG,6.8,AP,Alejandro Pan
0911371,20132,MBS1200,1,IAG,7,AP,Jourdayn Birch
0911371,20132,SML1900,3,IAG,7,AP,Hunter Simmons
0911690,20091,PDP1596,2,SHL,6.1,AP,Alan Baldino
0911690,20091,VRL1694,4,LXF,7.4,AP,Jeffery Long
0911690,20091,OBS1959,6,LXF,5.8,AP,Sierra Roach
0911690,20091,OKQ1453,2,LXF,7.6,AP,Pearl Heredia
0911690,20091,DWU1433,4,LXF,,CL,Jaida Ledesma
0911690,20092,QNI1752,4,QBW,9.8,AP,Asima Fisher
0911690,20092,CZQ1472,4,SCP,5.7,AP,Joseph Chapman
0911690,20092,XGC1837,2,SCP,8.5,AP,Curtis Ye
0911690,20092,MKK1957,4,LXF,9.3,AP,Luz Hernandez
0911690,20092,RLR1915,6,AIU,6,AP,Alsunbayar Martinez
0911690,20092,DWU1433,4,UKE,6.2,AP,Gina Mills
0911690,20101,VRY1444,4,UQY,9,AP,Leslye Rodriguez
0911690,20101,NNO1640,2,YZA,10,AP,Christine Williams
0911690,20101,XFW1558,4,AIU,6.7,AP,Valerie Ford
0911690,20101,ODX1244,2,AIU,7.5,AP,Valerie Ford
0911690,20101,LBG1213,4,UPY,9.4,AP,Ondrey Mendoza
0911690,20101,OBK1818,4,AIU,7.3,AP,Lan Clark
0911690,20101,AKJ1977,4,SHL,8.5,AP,Chantal Medina
0911690,20102,YLN1319,2,QNJ,,CD,Jelani Zavala
0911690,20102,UDA1386,2,SJU,7.5,AP,William Platero
0911690,20102,VSG1332,4,VUZ,10,AP,Chelsea Long
0911690,20102,AMP1538,4,AIU,6.8,AP,Ahmed Lasalle
0911690,20102,QSJ1299,2,SCP,9.5,AP,Joanne Stewart III
0911690,20102,DOI1181,4,SCP,7.3,AP,Jennifer Chavez
0911690,20102,DZV1691,3,SLM,7.3,AP,Ruby Willingham
0911690,20111,AOR1164,2,OLC,9.1,AP,Alex Patterson
0911690,20111,YLN1319,2,NQT,7.5,AP,Michael Curry
0911690,20111,TGG1649,4,ISQ,7.6,AP,Lashaundra Pena
0911690,20111,GOZ1785,4,IAG,,CA,William Bailey
0911690,20111,GOZ1785,4,CLF,,CD,Cody Robinson
0911690,20111,DAN1561,4,IAG,9,AP,Mariah Bills
0911690,20111,HOW1491,2,IAG,7.6,AP,Janet Mayo
0911690,20111,RXL1676,4,IAG,7.7,AP,Angel Ramirez-Ramirez
0911690,20111,AHR1808,4,IAG,7.6,AP,Brooke Gilbert
0911690,20112,GDQ1501,2,AIU,5.5,AP,Damien Walker
0911690,20112,ZUA1290,6,ISQ,6,AP,Toua Kang
0911690,20112,LCX1999,2,ISQ,7.3,AP,Toua Kang
0911690,20112,HCV1283,4,IAG,,CL,Sydnei Chavez
0911690,20112,EFJ1215,4,IAG,8.5,AP,Janet Mayo
0911690,20112,XGA1316,4,IAG,8.4,AP,Mariah Bills
0911690,20112,WVZ1249,2,TLO,8.4,AP,Jazmine Barrandey
0911690,20121,OGJ1002,4,NA,7,AP,NA
0911690,20121,LJI1875,4,NA,8.8,AP,NA
0911690,20121,ISK1355,4,NA,7,AP,NA
0911690,20122,DSB1025,2,SJU,6.5,AP,Frankie Chandramouli
0911690,20122,XOA1296,4,ISQ,6.7,AP,Patrick Sayeed
0911690,20122,OLC1422,3,ISQ,9.8,AP,Patrick Sayeed
0911690,20122,GOZ1785,4,CLF,,CL,Dongyoung Arroyo
0911690,20122,HCV1283,4,IAG,8.2,AP,Ivan Hoang
0911690,20122,MUN1530,4,IAG,9.9,AP,Dashawn Stephens
0911690,20122,OOR1975,4,IAG,,CJ,Remy Mutagamba
0911690,20122,WNC1771,4,IAG,,CD,Marcus Kim
0911690,20122,ZAB1614,4,IAG,5.8,AP,Alejandro Pan
0911690,20131,XTE1459,2,ISQ,,CJ,Brittney Medina
0911690,20131,XTE1459,2,QNJ,7.2,AP,Brandon La
0911690,20131,QEI1217,4,ISQ,7,AP,Patrick Sayeed
0911690,20131,LES1454,4,ISQ,7.6,AP,Erin Ortiz Lopez
0911690,20131,UTF1881,4,ISQ,7.4,AP,Justin Lowe
0911690,20131,GOZ1785,4,CLF,7.5,AP,Dongyoung Arroyo
0911690,20131,TZJ1993,1,IAG,9.8,AP,Savannah Lopez Susano
0911690,20131,WNC1771,4,IAG,,CJ,Marcus Kim
0911690,20131,RLT1868,4,CYS,,CL,Lan Clark
0911690,20132,QRJ1943,4,SJU,5.7,AP,Brandon La
0911690,20132,LOU1757,4,ISQ,6.7,AP,Eileen Killen
0911690,20132,DVE1554,1,ISQ,,CL,Manuel Dang
0911690,20132,OGJ1002,4,IAG,,CA,Ahmed Hoang
0911690,20132,ZCK1597,4,IAG,10,AP,Remy Mutagamba
0911690,20132,LQQ1121,4,IAG,9.7,AP,Zacharis Jun
0911690,20132,FTT1655,4,CLF,7.3,AP,William Bailey
0911690,20132,OUT1489,4,IAG,6.2,AP,Alejandro Pan
0911424,20091,PDP1596,2,GCS,,AT,Dana Herrera
0911424,20091,KIU1613,4,AIU,,AT,Sophie Reyes Velasco
0911424,20091,OPG1830,2,SHL,,AT,Kelly Chambers
0911424,20091,LUT1566,6,AIU,,AT,Tony Delacruz
0911424,20091,AKJ1977,4,AIU,,AT,Benito Hoang
0911424,20091,OKQ1453,2,SHL,,AT,D'Morea Dronavalli
0911424,20091,DWU1433,4,AIU,,AT,D'Ambara Santos
0912259,20091,PDP1596,2,GCS,0,RM,Dana Herrera
0912259,20091,VRL1694,4,QGI,7.9,AP,Jeffery Long
0912259,20091,OBS1959,6,QGI,5.4,AP,Cameron Nguyen
0912259,20091,OKQ1453,2,QGI,8.8,AP,Pearl Heredia
0912259,20091,DWU1433,4,QGI,6.3,AP,Dashick Garcia
0912259,20092,QNI1752,4,CGY,,AT,Asima Fisher
0912259,20092,NNO1640,2,HLB,,AT,Christine Williams
0912259,20092,CZQ1472,4,UPY,,AT,Adina Estes
0912259,20092,XGC1837,2,UPY,,AT,Aaliyah Plascencia
0912259,20092,GOZ1785,4,CLF,,AT,Cody Robinson
0912422,20091,PDP1596,2,GCS,9.2,AP,Dana Herrera
0912422,20091,VRL1694,4,VSQ,5.3,AP,Jason Warren
0912422,20091,OBS1959,6,VSQ,,CL,Pinkan Hill
0912422,20091,OKQ1453,2,VSQ,6.9,AP,John Lofton
0912422,20091,DWU1433,4,QGI,5.1,AP,Dashick Garcia
0912422,20092,QNI1752,4,CGY,,CD,Asima Fisher
0912422,20092,MKK1957,4,QFI,6.1,AP,Madison Bear
0912422,20092,GOZ1785,4,CLF,6.9,AP,Cody Robinson
0912422,20092,OBS1959,6,HLB,6.1,AP,Esther Henderson
0912422,20092,OBS1959,6,SHL,,CJ,Sierra Roach
0912422,20092,AKJ1977,4,SCP,5.3,AP,Ruby Willingham
0912422,20092,AKJ1977,4,GGR,,CJ,Roman Asakawa
0912422,20101,QNI1752,4,RDU,9.3,AP,Danielle Macias
0912422,20101,NNO1640,2,YZA,5.5,AP,Christine Williams
0912422,20101,CZQ1472,4,BAX,5.2,AP,Jo'Vonte Miyagi
0912422,20101,XGC1837,2,SHL,3.5,RM,Kelly Chambers
0912422,20101,LBG1213,4,QFI,7.1,AP,Sonia Gonzales
0912422,20101,HOW1491,2,CLF,6.1,AP,Janet Mayo
0912422,20101,RLR1915,6,AIU,3.1,RM,Alsunbayar Martinez
0912422,20102,XGC1837,2,SCP,,CD,Monica Lopez
0912422,20102,XGC1837,2,UPY,6.2,AP,Aaliyah Plascencia
0912422,20102,DAN1561,4,IAG,,CL,Jaime Smrekar
0912422,20102,HCV1283,4,CLF,3.4,RM,Ivan Hoang
0912422,20102,RXL1676,4,IAG,5,AP,Angel Ramirez-Ramirez
0912422,20102,AHR1808,4,CLF,5,AP,Brooke Gilbert
0912422,20102,RLR1915,6,AIU,5.4,AP,Odalys Rosales Gomez
0912422,20111,VRY1444,4,POP,8.8,AP,Nicole Dailey
0912422,20111,XFW1558,4,SCP,4.6,RM,Jo'Vonte Miyagi
0912422,20111,ODX1244,2,SHL,6,AP,Aaliyah Plascencia
0912422,20111,DAN1561,4,IAG,6,AP,Mariah Bills
0912422,20111,DOI1181,4,AIU,,CL,Chauncey Hrelja
0912422,20111,OBK1818,4,QGI,2.3,RM,Roman Asakawa
0912422,20112,YLN1319,2,SJU,2.9,RM,Michael Curry
0912422,20112,TBA1383,4,QXY,9.3,AP,Jacob Shepard
0912422,20112,XFW1558,4,BFR,2.2,RM,Aaliyah Plascencia
0912422,20112,HCV1283,4,IAG,,CL,Sydnei Chavez
0912422,20112,DOI1181,4,HLB,,CL,Jennifer Chavez
0912422,20112,OBK1818,4,BAX,3.5,RM,Andy Fabrizio
0912422,20121,XFW1558,4,AIU,5.8,AP,Valerie Ford
0912422,20121,HCV1283,4,CLF,6.3,AP,Ivan Hoang
0912422,20121,FTT1655,4,CLF,3.1,RM,Aidan Moua
0912422,20121,ZAB1614,4,IAG,0.9,RM,Marina-Ashley Greene
0912422,20121,DOI1181,4,QFI,4.4,RM,Andreanna Lujan
0912422,20121,OBK1818,4,SHL,5.3,AP,Kayanna Banuelos Hernandez
0912422,20122,AOR1164,2,KOE,,CD,Edwin Shea
0912422,20122,GDQ1501,2,XOG,4.3,RM,Timothy Holt-Middleton
0912422,20122,AMP1538,4,XOG,1.7,RM,Pedro Baliga
0912422,20122,QSJ1299,2,HLB,7.7,AP,Xinyuan Barrios Alaniz
0912422,20122,FTT1655,4,IAG,2.5,RM,Gerardo Nguyen
0912422,20122,DOI1181,4,SCP,5,AP,Andreanna Lujan
0912422,20131,AOR1164,2,OJA,8.7,AP,Edwin Shea
0912422,20131,GDQ1501,2,QFI,5.8,AP,Timothy Holt-Middleton
0912422,20131,AMP1538,4,AIU,5.1,AP,Ahmed Lasalle
0912422,20131,OGJ1002,4,IAG,4.2,RM,Jordan Carrillo Aguirre
0912422,20131,WVZ1249,2,GXE,6.8,AP,Tanishia Lynch
0912422,20131,VJU1267,4,LGT,,CD,Michael Cochran
0912422,20132,YLN1319,2,SJU,4.2,RM,Michael Curry
0912422,20132,UDA1386,2,ISQ,6.6,AP,Kacei Kalam
0912422,20132,DSB1025,2,SJU,5.2,AP,Katelyn Daniels
0912422,20132,DSB1025,2,QNJ,,CJ,Timothy Holt-Middleton
0912422,20132,TGG1649,4,ISQ,0.4,RM,Lashaundra Pena
0912422,20132,FTT1655,4,CLF,,CD,William Bailey
0912422,20132,EFJ1215,4,IAG,5,AP,Janet Mayo
0912486,20091,PDP1596,2,GCS,0,RM,Dana Herrera
0912486,20091,VRL1694,4,IWZ,6.2,AP,Ohitike Mccorvey
0912486,20091,OBS1959,6,IWZ,3.4,RM,Esther Henderson
0912486,20091,OKQ1453,2,IWZ,8.5,AP,Robert Sanchez
0912486,20091,DWU1433,4,OMD,3.5,RM,Christopher Vue
0912486,20092,OJL1559,2,GCW,,CP,Diarra Cabello
0912486,20092,NNO1640,2,QFI,9.4,AP,Christine Williams
0912486,20092,OBS1959,6,HLB,2.5,RM,Esther Henderson
0912486,20092,DWU1433,4,TPC,2.5,RM,Jaida Ledesma
0912486,20101,PDP1596,2,HLB,,DT,Marissa Cahill
0912486,20101,PDP1596,2,WXA,,AT,Madison Bear
0912486,20101,OBS1959,6,UPY,,AT,Andy Fabrizio
0912486,20101,AKJ1977,4,LXF,,AT,Chigozie Jain
0912502,20091,VRL1694,4,BMP,8.5,AP,William Abrams
0912502,20091,OBS1959,6,BMP,7.4,AP,Makda Anaya
0912502,20091,OKQ1453,2,BMP,8.5,AP,John Lofton
0912502,20091,DWU1433,4,KZH,6.3,AP,Adrienne Reyes-Hernandez
0912502,20092,QNI1752,4,IXL,9.6,AP,Cameron Fisher
0912502,20092,CZQ1472,4,AIU,5.2,AP,Jo'Vonte Miyagi
0912502,20092,XGC1837,2,BFR,7.9,AP,Curtis Ye
0912502,20092,XMM1516,2,TVQ,8.4,AP,Hannah Martinez
0912502,20092,RLR1915,6,AIU,5.6,AP,Alsunbayar Martinez
0912502,20092,AKJ1977,4,SHL,7.4,AP,Roman Asakawa
0912502,20101,OJL1559,2,SKX,,CP,Diarra Cabello
0912502,20101,TBA1383,4,TVQ,9.5,AP,Danielle Beck
0912502,20101,XFW1558,4,AIU,8.6,AP,Valerie Ford
0912502,20101,ODX1244,2,XOG,9.2,AP,Travis Wauneka
0912502,20101,MKK1957,4,BFR,7.6,AP,Brooke Gilbert
0912502,20101,OBK1818,4,AIU,8.3,AP,Lan Clark
0912502,20102,YBU1652,4,SQE,9.8,AP,Breana Trejo
0912502,20102,AMP1538,4,BFR,6.4,AP,Deandre Hoang
0912502,20102,QSJ1299,2,HLB,7.3,AP,Makda Anaya
0912502,20102,LBG1213,4,UPY,9.1,AP,Ondrey Mendoza
0912502,20102,LBG1213,4,QFI,,CD,Lariza Merlos
0912502,20102,GOZ1785,4,CLF,8.8,AP,Giovanni Kim
0912502,20102,DOI1181,4,AIU,6.7,AP,Chauncey Hrelja
0912502,20102,DOI1181,4,BFR,,CD,Erik Stewart
0912502,20111,PDP1596,2,NCD,,CD,Sinamen Gallegos
0912502,20111,PDP1596,2,AIU,7.6,AP,Madison Bear
0912502,20111,NNO1640,2,AIU,9,AP,Christine Williams
0912502,20111,UDA1386,2,ISQ,7.2,AP,Victor Domingo
0912502,20111,GDQ1501,2,SCP,8.5,AP,Wenda Serrato
0912502,20111,QZH1682,4,ISQ,10,AP,Raymond Goheen
0912502,20111,HOW1491,2,IAG,7,AP,Janet Mayo
0912502,20112,AOR1164,2,MQY,,CD,Kyle Van
0912502,20112,AOR1164,2,OLC,9.3,AP,Edwin Shea
0912502,20112,YLN1319,2,OOI,8.8,AP,Jelani Zavala
0912502,20112,TGG1649,4,ISQ,6.8,AP,Lashaundra Pena
0912502,20112,DAN1561,4,IAG,9,AP,Kenneth Abeyta
0912502,20112,HCV1283,4,IAG,7.4,AP,Sydnei Chavez
0912502,20112,AHR1808,4,IAG,8.2,AP,Brooke Gilbert
0912502,20112,FTT1655,4,IAG,7.3,AP,William Bailey
0912502,20121,LOU1757,4,ISQ,8,AP,Eileen Killen
0912502,20121,ZUA1290,6,ISQ,6.6,AP,Toua Kang
0912502,20121,LCX1999,2,ISQ,9.4,AP,Toua Kang
0912502,20121,RXL1676,4,IAG,6.5,AP,Angel Ramirez-Ramirez
0912502,20121,WVZ1249,2,TLO,7.7,AP,Hunter Faus
0912502,20122,DSB1025,2,ISQ,6,AP,Seunghoo Mendoza
0912502,20122,XOA1296,4,ISQ,8.5,AP,Patrick Sayeed
0912502,20122,OLC1422,3,ISQ,9.9,AP,Patrick Sayeed
0912502,20122,OGJ1002,4,IAG,8.3,AP,Ahmed Hoang
0912502,20122,WNC1771,4,IAG,8,AP,Marcus Kim
0912502,20122,ZAB1614,4,IAG,8.3,AP,Alejandro Pan
0912502,20131,QYI1062,2,RHR,9.1,AP,Jacob Mosley
0912502,20131,QRJ1943,4,SJU,7.2,AP,Brandon La
0912502,20131,MDJ1269,4,ISQ,7.2,AP,Erin Ortiz Lopez
0912502,20131,TZJ1993,1,IAG,10,AP,Savannah Lopez Susano
0912502,20131,EFJ1215,4,IAG,8.8,AP,Janet Mayo
0912502,20131,VQP1780,4,IAG,7,AP,Hunter Simmons
0912502,20131,PGM1838,4,PQN,9.4,AP,Shyanne Piccolo
0912502,20132,XTE1459,2,QNJ,5.8,AP,Brandon La
0912502,20132,CQX1087,4,ISQ,8.7,AP,Callie Mcgee
0912502,20132,DVE1554,1,ISQ,,CP,Manuel Dang
0912502,20132,QEI1217,4,ISQ,8.1,AP,Patrick Sayeed
0912502,20132,LES1454,4,ISQ,6.9,AP,Chelsea Dominguez
0912502,20132,XGA1316,4,IAG,9,AP,Mariah Bills
0912502,20132,CSH1051,4,LGT,9.4,AP,Colin Vigil
0913952,20091,VRL1694,4,LXF,6.8,AP,Jeffery Long
0913952,20091,OKQ1453,2,LXF,7.6,AP,Pearl Heredia
0913952,20091,DWU1433,4,LXF,4.1,RM,Jaida Ledesma
0913952,20092,PDP1596,2,UPY,,CD,Hervey Tindal
0913952,20092,PDP1596,2,WXA,8.2,AP,Giovanni Kim
0913952,20092,OBS1959,6,BAX,,CD,Cameron Nguyen
0913952,20092,OBS1959,6,VSQ,6,AP,Andy Fabrizio
0913952,20092,DWU1433,4,SSC,5.9,AP,Jaida Ledesma
0913952,20101,QNI1752,4,PSZ,9.2,AP,Jacob Shepard
0913952,20101,NNO1640,2,SCP,10,AP,Christine Williams
0913952,20101,CZQ1472,4,HLB,5,AP,Chigozie Jain
0913952,20101,XGC1837,2,SHL,5.5,AP,Kelly Chambers
0913952,20101,MKK1957,4,WXA,9.3,AP,Austin Ward
0913952,20101,RLR1915,6,LXF,5,AP,Odalys Rosales Gomez
