matrícula,período,disciplina,créditos,turma,grau,sit-final,professor
1311533,20131,MAT1161,6,33D,,AT,MIGUEL ADRIANO KOILLER SCHNOOR
1311533,20131,MAT1200,4,33D,,AT,CHRISTINE SERTA COSTA
1311533,20131,QUI1709,2,33D,,AT,ISABEL MARIA NETO DA SILVA MOREIRA
1311533,20131,QUI1709,2,33S,,CA,WHEI OH LIN
1311533,20131,QUI1720,4,33D,,AT,GISELE BIRMAN TONIETTO
1311533,20131,QUI1720,4,33R,,CA,FATIMA VENTURA PEREIRA MEIRELLES
1311207,20131,ENG1000,2,335,9.9,AP,NIVAL NUNES DE ALMEIDA
1311207,20131,FIS1025,4,33R,7.4,AP,ENRIQUE VICTORIANO ANDA
1311207,20131,MAT1157,6,33R,8.2,AP,SILVANA MARINI RODRIGUES LOPES
1311207,20131,QUI1709,2,33R,8.9,AP,ADRIANA HADDAD NUDI
1311207,20131,QUI1720,4,33R,6.3,AP,FATIMA VENTURA PEREIRA MEIRELLES
1311207,20132,CRE1100,4,7T7,9.8,AP,MONICA BAPTISTA CAMPOS
1311207,20132,ENG1003,2,33C,9.5,AP,JOSE PAULO SILVA DE PAULA
1311207,20132,FIS1026,4,33C,6.2,AP,RENATO BARBOSA DE OLIVEIRA
1311207,20132,FIS1027,2,33N,8.5,AP,WALDEMAR MONTEIRO DA SILVA JUNIOR
1311207,20132,INF1005,4,33E,9.6,AP,SERGIO COLCHER
1311207,20132,MAT1158,6,33G,7,AP,LUCIANA ARRUDA DE OLIVEIRA FREIRE
1311207,20132,MAT1200,4,33Q,6.6,AP,CHRISTINE SERTA COSTA
1311207,20141,CRE1127,4,7TG,9,AP,MARCOS ANTONIO DE SANTANA
1311207,20141,ENG1015,2,33I,9.7,AP,RAUL ALMEIDA NUNES
1311207,20141,FIS1041,4,33C,7.6,AP,RENATO BARBOSA DE OLIVEIRA
1311207,20141,FIS1042,2,33J,9.8,AP,HORTENCIO ALVES BORGES
1311207,20141,INF1007,4,33G,9.5,AP,HELIO CORTES VIEIRA LOPES
1311207,20141,INF1009,4,3WA,8.6,AP,BRUNO LOPES VIEIRA
1311207,20141,MAT1162,4,33A,7.9,AP,DEBORA FREIRE MONDAINI
1311207,20142,CRE1141,2,7TX,9.7,AP,ROSEMARY FERNANDES DA COSTA
1311207,20142,EMP1200,2,8AD,8.8,AP,LUIS FELIPE SAO THIAGO DE CARVALHO
1311207,20142,ENG1007,2,3VA,6.9,AP,NEY AUGUSTO DUMONT
1311207,20142,FIL1000,4,13A,9.5,AP,JOAO MANOEL DE ALBUQUERQUE LINS
1311207,20142,FIS1051,4,33D,5.7,AP,RAPHAEL DIAS MARTINS DE PAOLA
1311207,20142,FIS1052,2,33F,,CJ,TOMMASO DEL ROSSO
1311207,20142,FIS1052,2,33O,9.3,AP,CELIA BEATRIZ ANTENEODO DE PORTO
1311207,20142,INF1012,2,3WA,8.7,AP,ARES
1311207,20142,INF1018,4,3WA,9.2,AP,NOEMI DE LA ROCQUE RODRIGUEZ
1311207,20142,INF1301,4,3WA,,CJ,ALESSANDRO FABRICIO GARCIA
1311207,20142,MAT1154,4,33A,7.5,AP,EDUARDO BARBOSA PINHEIRO
1311187,20131,ENG1000,2,33F,9.9,AP,HUGO FUKS
1311187,20131,FIS1033,4,33B,7.3,AP,RODRIGO PRIOLI MENEZES
1311187,20131,FIS1034,2,33B,8.7,AP,ANTONIO CARLOS OLIVEIRA BRUNO
1311187,20131,MAT1161,6,33B,5.9,AP,MARCOS CRAIZER
1311187,20131,MAT1200,4,33B,5.8,AP,CHRISTINE SERTA COSTA
1311187,20131,QUI1709,2,33B,7.4,AP,ISABEL MARIA NETO DA SILVA MOREIRA
1311187,20131,QUI1720,4,33B,5.6,AP,DANIELA SILVEIRA SOLURI
1311187,20132,CRE1100,4,7T7,9.7,AP,MONICA BAPTISTA CAMPOS
1311187,20132,ENG1003,2,33D,9.8,AP,RONALDO RODRIGUES BASTOS
1311187,20132,FIL1000,4,1CA,9.3,AP,EDGAR DE BRITO LYRA NETTO
1311187,20132,FIS1041,4,33B,8.3,AP,SONIA RENAUX WANDERLEY LOURO
1311187,20132,FIS1042,2,33A,9,AP,DANIEL SOARES VELASCO
1311187,20132,INF1005,4,33B,9.8,AP,CLAUDIA FERLIN
1311187,20132,INF1009,4,3WB,7.9,AP,TEMPO CONTINUO A DEFINIR
1311187,20132,MAT1162,4,33O,5.7,AP,OTAVIO KAMINSKI DE OLIVEIRA
1311187,20141,CRE1127,4,7TL,9.8,AP,GLORIA MARIA TELES
1311187,20141,ENG1007,2,3VA,8.2,AP,NEY AUGUSTO DUMONT
1311187,20141,ENG1015,2,33C,8.7,AP,ANA ROSA FONSECA DE AGUIAR MARTINS
1311187,20141,FIS1051,4,33D,8.5,AP,RAPHAEL DIAS MARTINS DE PAOLA
1311187,20141,FIS1052,2,33A,9.3,AP,CELIA BEATRIZ ANTENEODO DE PORTO
1311187,20141,INF1007,4,33E,9.9,AP,PAULA YPIRANGA DOS GUARANYS
1311187,20141,INF1012,2,3WA,8.6,AP,ARES
1311187,20141,MAT1154,4,33A,,CJ,RAFAEL OSWALDO RUGGIERO RODRIGUEZ
1311187,20141,MAT1154,4,33K,7.2,AP,MYRIAM SERTA COSTA
1311187,20142,CRE1141,2,7TC,9.3,AP,GERALDO MARQUES RAIMUNDO
1311187,20142,ENG1011,2,3VC,9.4,AP,LUIS FERNANDO FIGUEIRA DA SILVA
1311187,20142,ENG1400,4,3VA,7.1,AP,ANA MARIA BELTRAN PAVANI
1311187,20142,INF1010,4,3WA,7.5,AP,MARCO ANTONIO CASANOVA
1311187,20142,INF1018,4,3WA,8.5,AP,NOEMI DE LA ROCQUE RODRIGUEZ
1311187,20142,INF1301,4,3WB,10,AP,FLAVIO HELENO BEVILACQUA E SILVA
1311187,20142,INF1383,4,3WA,8.6,AP,SERGIO LIFSCHITZ
1311187,20142,INF1626,4,3WA,7.3,AP,BRUNO LOPES VIEIRA
1311164,20131,ENG1000,2,335,8.8,AP,NIVAL NUNES DE ALMEIDA
1311164,20131,FIS1025,4,33U,6.7,AP,MARIA OSWALD MACHADO DE MATOS
1311164,20131,MAT1157,6,33U,6.2,AP,NEY ROBERTO DHEIN
1311164,20131,QUI1709,2,33U,6,AP,CAMILLA DJENNE BUARQUE MULLER
1311164,20131,QUI1720,4,33T,6.2,AP,ADRIANA GIODA
1311164,20132,CRE1100,4,6TD,6.9,AP,ROSEMARY FERNANDES DA COSTA
1311164,20132,FIS1026,4,33A,6.5,AP,RENATO BARBOSA DE OLIVEIRA
1311164,20132,FIS1027,2,33F,9,AP,WALDEMAR MONTEIRO DA SILVA JUNIOR
1311164,20132,INF1005,4,33D,7.1,AP,CLAUDIA FERLIN
1311164,20132,MAT1158,6,33D,5.8,AP,LUCIANA ARRUDA DE OLIVEIRA FREIRE
1311164,20132,MAT1200,4,33T,5.6,AP,JYRKO CORREA MORRIS
1311164,20141,CRE1127,4,7TZ,8.5,AP,EVA APARECIDA REZENDE DE MORAES
1311164,20141,ENG1003,2,33K,,CA,
1311164,20141,ENG1003,2,33L,9.1,AP,RONALDO RODRIGUES BASTOS
1311164,20141,ENG1015,2,33E,7.7,AP,IVANI DE SOUZA BOTT
1311164,20141,ENG1015,2,33I,,CJ,RAUL ALMEIDA NUNES
1311164,20141,FIL1000,4,1CA,7.9,AP,EDGAR DE BRITO LYRA NETTO
1311164,20141,FIS1041,4,33C,8.7,AP,RENATO BARBOSA DE OLIVEIRA
1311164,20141,FIS1042,2,33J,8.2,AP,HORTENCIO ALVES BORGES
1311164,20141,INF1007,4,33L,9.2,AP,ANA LUCIA DE MOURA
1311164,20141,MAT1162,4,33P,8,AP,LUANA SA DE AZEVEDO
1311164,20142,CRE1141,2,7TV,,CD,ROSEMARY FERNANDES DA COSTA
1311164,20142,CRE1141,2,7TZ,8.7,AP,EVA APARECIDA REZENDE DE MORAES
1311164,20142,FIS1051,4,33A,7.3,AP,MARCO CREMONA
1311164,20142,FIS1052,2,33N,5.9,AP,FABIO ALEX PEREIRA DOS SANTOS
1311164,20142,INF1009,4,3WB,6.6,AP,TEMPO CONTINUO A DEFINIR
1311164,20142,INF1010,4,3WA,7.5,AP,MARCO ANTONIO CASANOVA
1311164,20142,INF1018,4,3WB,8.7,AP,ANA LUCIA DE MOURA
1311164,20142,INF1301,4,3WA,7.9,AP,ALESSANDRO FABRICIO GARCIA
1311046,20131,ENG1000,2,335,8.5,AP,NIVAL NUNES DE ALMEIDA
1311046,20131,FIS1025,4,33P,,CA,RAPHAEL DIAS MARTINS DE PAOLA
1311046,20131,FIS1033,4,33D,9.2,AP,RAPHAEL DIAS MARTINS DE PAOLA
1311046,20131,FIS1034,2,33D,9.8,AP,CARLOS ALBERTO DE ALMEIDA
1311046,20131,MAT1157,6,33P,,CA,RACHEL BERGMAN FONTE
1311046,20131,MAT1161,6,33D,9.4,AP,MIGUEL ADRIANO KOILLER SCHNOOR
1311046,20131,MAT1200,4,33D,8.8,AP,CHRISTINE SERTA COSTA
1311046,20131,QUI1709,2,33D,9,AP,ISABEL MARIA NETO DA SILVA MOREIRA
1311046,20131,QUI1709,2,33P,,CA,ISABEL MARIA NETO DA SILVA MOREIRA
1311046,20131,QUI1720,4,33D,9,AP,GISELE BIRMAN TONIETTO
1311046,20131,QUI1720,4,33P,,CA,CRISTIANE MARIA DE MELLO A PORTELLA
1311046,20132,CRE1100,4,7TO,9.7,AP,IONE BORGES FERREIRA VICENTE
1311046,20132,ENG1003,2,33D,10,AP,RONALDO RODRIGUES BASTOS
1311046,20132,FIS1041,4,33A,9.8,AP,JEFFERSON FERRAZ DAMASCENO F ARAUJO
1311046,20132,FIS1042,2,33A,9.3,AP,DANIEL SOARES VELASCO
1311046,20132,INF1005,4,33A,9.9,AP,CAROLINA DE LIMA AGUILAR
1311046,20132,INF1009,4,3WB,9.4,AP,TEMPO CONTINUO A DEFINIR
1311046,20132,MAT1162,4,33A,9.9,AP,MARCOS CRAIZER
1311046,20141,CRE1127,4,7TF,10,AP,MARIA CARMEN CASTANHEIRA AVELAR
1311046,20141,ENG1011,2,3VB,,CD,WASHINGTON BRAGA FILHO
1311046,20141,ENG1015,2,33A,9.8,AP,SIDNEI PACIORNIK
1311046,20141,FIS1051,4,33D,9.5,AP,RAPHAEL DIAS MARTINS DE PAOLA
1311046,20141,FIS1052,2,33E,8,AP,NEY ROBERTO DHEIN
1311046,20141,INF1007,4,33E,9.5,AP,PAULA YPIRANGA DOS GUARANYS
1311046,20141,INF1012,2,3WA,8.7,AP,ARES
1311046,20141,INF1608,4,3WA,9.1,AP,THEREZINHA SOUZA DA COSTA
1311046,20141,JUR1016,2,23A,,CD,ANDREA PINHEIRO SANTOS
1311046,20141,MAT1154,4,33A,8.5,AP,RAFAEL OSWALDO RUGGIERO RODRIGUEZ
1311046,20142,CRE1141,2,7T1,,CD,BARBARA PATARO BUCKER
1311046,20142,ENG1011,2,3VC,9.3,AP,LUIS FERNANDO FIGUEIRA DA SILVA
1311046,20142,ENG1018,2,3VB,9.6,AP,DAVID MARTINS VIEIRA
1311046,20142,ENG1019,1,3VG,10,AP,DAVID MARTINS VIEIRA
1311046,20142,ENG1025,2,3VB,,CD,EURIPEDES DO AMARAL VARGAS JR
1311046,20142,ENG1500,4,3VA,9.8,AP,FLAVIA CESAR TEIXEIRA MENDES
1311046,20142,ENG1502,3,3VB,9.8,AP,SILVIO HAMACHER
1311046,20142,ENG1802,3,3VB,9.2,AP,CECILIA VILANI
1311046,20142,JUR1016,2,23C,9.3,AP,IRMA ALMEIDA KLAUTAU DE ARAUJO
1311046,20142,MAT1310,4,3ZA,10,AP,CHRISTINE SERTA COSTA
1311046,20142,PSI1958,4,10F,10,AP,LUIZA DE SOUZA E SILVA MARTINS
1312989,20131,ENG1000,2,335,9,AP,NIVAL NUNES DE ALMEIDA
1312989,20131,FIS1025,4,33Q,6.3,AP,RAPHAEL DIAS MARTINS DE PAOLA
1312989,20131,MAT1157,6,33Q,5.2,AP,VERA SYME JACOB BENZECRY
1312989,20131,QUI1709,2,33Q,8,AP,ISABEL MARIA NETO DA SILVA MOREIRA
1312989,20131,QUI1720,4,33P,5.4,AP,CRISTIANE MARIA DE MELLO A PORTELLA
1312989,20132,CRE1100,4,7TA,8.4,AP,MARCO ANTONIO GUSMAO BONELLI
1312989,20132,ENG1003,2,33E,9.4,AP,RONALDO RODRIGUES BASTOS
1312989,20132,FIS1026,4,33B,4.5,RM,DANIEL SOARES VELASCO
1312989,20132,FIS1027,2,33B,6.2,AP,DANIEL SOARES VELASCO
1312989,20132,INF1005,4,33Q,7.3,AP,CAROLINA DE LIMA AGUILAR
1312989,20132,INF1009,4,3WB,6.3,AP,TEMPO CONTINUO A DEFINIR
1312989,20132,MAT1158,6,33N,3.2,RM,LUCIANA ARRUDA DE OLIVEIRA FREIRE
1312989,20132,MAT1200,4,33R,3.2,RM,MIGUEL ADRIANO KOILLER SCHNOOR
1312989,20141,CRE1127,4,7TN,10,AP,MANUEL DE OLIVEIRA MANANGAO
1312989,20141,FIS1026,4,33D,5.4,AP,ALEXANDER ARGUELLO QUIROGA
1312989,20141,INF1007,4,33G,6.9,AP,HELIO CORTES VIEIRA LOPES
1312989,20141,INF1012,2,3WA,7.3,AP,ARES
1312989,20141,MAT1158,6,33F,6.5,AP,LUIS EDUARDO FERREIRA B MOREIRA
1312989,20141,MAT1200,4,33T,5.4,AP,MIGUEL ADRIANO KOILLER SCHNOOR
1312989,20142,ENG1007,2,3VB,3.9,RM,NEY AUGUSTO DUMONT
1312989,20142,ENG1015,2,33D,5.8,AP,JOSE ROBERTO MORAES D ALMEIDA
1312989,20142,FIL1000,4,13C,7.9,AP,GABRIEL JUCA DE HOLLANDA
1312989,20142,FIS1041,4,33A,5.2,AP,SONIA RENAUX WANDERLEY LOURO
1312989,20142,FIS1042,2,33L,5,AP,HORTENCIO ALVES BORGES
1312989,20142,INF1018,4,3WB,8.3,AP,ANA LUCIA DE MOURA
1312989,20142,INF1301,4,3WA,,CL,ALESSANDRO FABRICIO GARCIA
1312989,20142,MAT1162,4,33X,5,AP,NICOLAU CORCAO SALDANHA
1312986,20131,ENG1000,2,335,9,AP,NIVAL NUNES DE ALMEIDA
1312986,20131,FIS1025,4,33R,9.8,AP,ENRIQUE VICTORIANO ANDA
1312986,20131,MAT1157,6,33R,8.7,AP,SILVANA MARINI RODRIGUES LOPES
1312986,20131,QUI1709,2,33R,8.5,AP,ADRIANA HADDAD NUDI
1312986,20131,QUI1720,4,33R,7.4,AP,FATIMA VENTURA PEREIRA MEIRELLES
1312986,20132,CRE1100,4,7T4,9.5,AP,MONICA BAPTISTA CAMPOS
1312986,20132,ENG1003,2,33B,10,AP,RONALDO RODRIGUES BASTOS
1312986,20132,FIS1026,4,33C,8,AP,RENATO BARBOSA DE OLIVEIRA
1312986,20132,FIS1027,2,33N,10,AP,WALDEMAR MONTEIRO DA SILVA JUNIOR
1312986,20132,INF1005,4,33C,9.5,AP,SERGIO COLCHER
1312986,20132,MAT1158,6,33A,8.1,AP,LUCIANA ARRUDA DE OLIVEIRA FREIRE
1312986,20132,MAT1200,4,33P,7.7,AP,LILIANA MANUELA GASPAR C DA COSTA
1312986,20141,CRE1127,4,7TJ,10,AP,MARCOS ANTONIO DE SANTANA
1312986,20141,ENG1015,2,33D,7.2,AP,JOSE ROBERTO MORAES D ALMEIDA
1312986,20141,FIS1041,4,33C,8.7,AP,RENATO BARBOSA DE OLIVEIRA
1312986,20141,FIS1042,2,33J,9.5,AP,HORTENCIO ALVES BORGES
1312986,20141,INF1007,4,33E,9.2,AP,PAULA YPIRANGA DOS GUARANYS
1312986,20141,INF1009,4,3WA,9.1,AP,BRUNO LOPES VIEIRA
1312986,20141,MAT1162,4,33A,9,AP,DEBORA FREIRE MONDAINI
1312986,20142,CRE1141,2,7TT,10,AP,GLORIA FATIMA COSTA DO NASCIMENTO
1312986,20142,ENG1007,2,3VA,7.6,AP,NEY AUGUSTO DUMONT
1312986,20142,FIL1000,4,13A,9.5,AP,JOAO MANOEL DE ALBUQUERQUE LINS
1312986,20142,FIS1051,4,33D,7.6,AP,RAPHAEL DIAS MARTINS DE PAOLA
1312986,20142,FIS1052,2,33N,9,AP,FABIO ALEX PEREIRA DOS SANTOS
1312986,20142,INF1012,2,3WA,8.9,AP,ARES
1312986,20142,INF1018,4,3WA,10,AP,NOEMI DE LA ROCQUE RODRIGUEZ
1312986,20142,INF1301,4,3WA,,CL,ALESSANDRO FABRICIO GARCIA
1312986,20142,MAT1154,4,33A,7.6,AP,EDUARDO BARBOSA PINHEIRO
1312936,20131,ENG1000,2,335,9.6,AP,NIVAL NUNES DE ALMEIDA
1312936,20131,FIS1025,4,33O,7.1,AP,ALEXANDRE BALIU BRAUTIGAM
1312936,20131,MAT1157,6,33O,7.4,AP,RENATA MARTINS DA ROSA
1312936,20131,QUI1709,2,33O,8.7,AP,ISABEL MARIA NETO DA SILVA MOREIRA
1312936,20131,QUI1720,4,33N,6.6,AP,PERCIO AUGUSTO MARDINI FARIAS
1312936,20132,CRE1100,4,7TH,10,AP,JOAO GERALDO MACHADO BELLOCCHIO
1312936,20132,ENG1003,2,33B,9.7,AP,RONALDO RODRIGUES BASTOS
1312936,20132,FIS1026,4,33C,7,AP,RENATO BARBOSA DE OLIVEIRA
1312936,20132,FIS1027,2,33N,5.8,AP,WALDEMAR MONTEIRO DA SILVA JUNIOR
1312936,20132,INF1005,4,33B,9.7,AP,CLAUDIA FERLIN
1312936,20132,INF1009,4,3WB,5,AP,TEMPO CONTINUO A DEFINIR
1312936,20132,MAT1158,6,33A,5.9,AP,LUCIANA ARRUDA DE OLIVEIRA FREIRE
1312936,20132,MAT1200,4,33Q,5.9,AP,CHRISTINE SERTA COSTA
1312936,20141,CRE1127,4,7TK,10,AP,MARIA CARMEN CASTANHEIRA AVELAR
1312936,20141,EMP1200,2,8AD,9.9,AP,LUIS FELIPE SAO THIAGO DE CARVALHO
1312936,20141,ENG1007,2,3VB,4.7,RM,NEY AUGUSTO DUMONT
1312936,20141,ENG1015,2,33G,,CL,JOSE ROBERTO MORAES D ALMEIDA
1312936,20141,ENG1015,2,33I,,CJ,RAUL ALMEIDA NUNES
1312936,20141,FIS1041,4,33C,5.2,AP,RENATO BARBOSA DE OLIVEIRA
1312936,20141,FIS1042,2,33A,9.2,AP,DANIEL SOARES VELASCO
1312936,20141,INF1007,4,33H,6.6,AP,JOISA DE SOUZA OLIVEIRA
1312936,20141,INF1007,4,33P,,CD,ARES
1312936,20141,INF1012,2,3WA,6,AP,ARES
1312936,20141,MAT1154,4,33F,,CD,MYRIAM SERTA COSTA
1312936,20141,MAT1154,4,33G,,CJ,HORISTA A CONTRATAR
1312936,20141,MAT1162,4,33C,6.2,AP,DEBORA FREIRE MONDAINI
1312936,20142,CRE1141,2,7TA,9.5,AP,VERA MARIA LANZELLOTTI BALDEZ BOING
1312936,20142,EMP1505,4,80B,9.7,AP,LUIS FERNANDO OLIVEIRA DO VABO JR
1312936,20142,ENG1007,2,3VB,,CJ,NEY AUGUSTO DUMONT
1312936,20142,ENG1015,2,33C,4.7,RM,ANA ROSA FONSECA DE AGUIAR MARTINS
1312936,20142,FIS1051,4,33D,1.6,RM,RAPHAEL DIAS MARTINS DE PAOLA
1312936,20142,FIS1052,2,33A,6.7,AP,DANIEL SOARES VELASCO
1312936,20142,INF1010,4,3WA,1.7,RM,MARCO ANTONIO CASANOVA
1312936,20142,INF1018,4,3WB,,CL,ANA LUCIA DE MOURA
1312936,20142,MAT1154,4,33I,0.1,RM,MONICA MOREIRA BARROS
1312906,20131,ENG1000,2,335,,AT,NIVAL NUNES DE ALMEIDA
1312906,20131,FIS1025,4,33M,,AT,VERA LUCIA VIEIRA BALTAR
1312906,20131,MAT1157,6,33M,,AT,VERA SYME JACOB BENZECRY
1312906,20131,QUI1709,2,33M,,AT,ALESSANDRO KAPPEL JORDAO
1312906,20131,QUI1720,4,33L,,AT,PERCIO AUGUSTO MARDINI FARIAS
1312906,20132,ENG1000,2,333,8.5,AP,HUGO FUKS
1312906,20132,ENG1000,2,33L,,CD,COORDENADOR DE CURSO
1312906,20132,FIS1025,4,33P,5.6,AP,RAPHAEL DIAS MARTINS DE PAOLA
1312906,20132,MAT1157,6,33P,5,AP,RACHEL BERGMAN FONTE
1312906,20132,MAT1157,6,33T,,CD,VERA SYME JACOB BENZECRY
1312906,20132,MAT1157,6,33V,,CA,RENATA MARTINS DA ROSA
1312906,20132,MAT1200,4,33Y,,CD,JYRKO CORREA MORRIS
1312906,20132,QUI1709,2,33N,,CD,ISABEL MARIA NETO DA SILVA MOREIRA
1312906,20132,QUI1709,2,33P,8.1,AP,SABRINA GUIMARAES SANCHES
1312906,20132,QUI1709,2,33V,,CA,ALESSANDRO KAPPEL JORDAO
1312906,20132,QUI1720,4,33P,3.2,RM,CRISTIANE MARIA DE MELLO A PORTELLA
1312906,20132,QUI1720,4,33T,,CD,RICARDO QUEIROZ AUCELIO
1312906,20132,QUI1720,4,33Z,,CA,ALESSANDRO KAPPEL JORDAO
1312906,20141,ENG1003,2,33G,7.2,AP,RONALDO RODRIGUES BASTOS
1312906,20141,FIS1026,4,33D,1.5,RM,ALEXANDER ARGUELLO QUIROGA
1312906,20141,FIS1027,2,33C,6,AP,VERA LUCIA VIEIRA BALTAR
1312906,20141,INF1005,4,33P,2.3,RM,LUIZ FERNANDO BESSA SEIBEL
1312906,20141,MAT1158,6,33F,,CL,LUIS EDUARDO FERREIRA B MOREIRA
1312906,20141,MAT1200,4,33W,,CL,AGNALDO DA CONCEICAO ESQUINCALHA
1312906,20142,CRE1100,4,7TR,6.7,AP,JOAO GERALDO MACHADO BELLOCCHIO
1312906,20142,FIS1026,4,33F,1.1,RM,ANTONIO CARLOS OLIVEIRA BRUNO
1312906,20142,INF1005,4,33J,6.1,AP,SERGIO COLCHER
1312906,20142,INF1012,2,3WB,6.2,AP,ARES
1312906,20142,MAT1158,6,33O,1.3,RM,CARLOS FREDERICO BORGES PALMEIRA
1312906,20142,QUI1720,4,33Y,,CL,ADRIANA GIODA
1312320,20131,ENG1000,2,335,8.1,AP,NIVAL NUNES DE ALMEIDA
1312320,20131,FIS1025,4,33U,6,AP,MARIA OSWALD MACHADO DE MATOS
1312320,20131,MAT1157,6,33U,5.1,AP,NEY ROBERTO DHEIN
1312320,20131,QUI1709,2,33U,7.1,AP,CAMILLA DJENNE BUARQUE MULLER
1312320,20131,QUI1720,4,33T,5,AP,ADRIANA GIODA
1312320,20132,ENG1003,2,33C,8,AP,JOSE PAULO SILVA DE PAULA
1312320,20132,FIS1026,4,33D,4.1,RM,WALDEMAR MONTEIRO DA SILVA JUNIOR
1312320,20132,FIS1027,2,33G,7.6,AP,ROSANE RIERA FREIRE
1312320,20132,INF1005,4,33N,8,AP,PAULA YPIRANGA DOS GUARANYS
1312320,20132,MAT1158,6,33T,,CL,CARLOS FREDERICO BORGES PALMEIRA
1312320,20141,FIS1026,4,33D,4.2,RM,ALEXANDER ARGUELLO QUIROGA
1312320,20141,INF1009,4,3WB,,CL,TEMPO CONTINUO A DEFINIR
1312320,20141,MAT1158,6,33C,2.5,RM,LUCIANA ARRUDA DE OLIVEIRA FREIRE
1312320,20141,MAT1200,4,33R,0.4,RM,CHRISTINE SERTA COSTA
1312320,20142,CRE1100,4,7T2,,CL,IONE BORGES FERREIRA VICENTE
1312320,20142,FIS1026,4,33H,1.6,RM,DANIEL ACOSTA AVALOS
1312320,20142,INF1009,4,3WB,,CL,TEMPO CONTINUO A DEFINIR
1312320,20142,MAT1158,6,33H,,CL,LUCIANA ARRUDA DE OLIVEIRA FREIRE
1312320,20142,MAT1200,4,33J,,CL,OTAVIO KAMINSKI DE OLIVEIRA
1312318,20131,ENG1000,2,335,9.3,AP,NIVAL NUNES DE ALMEIDA
1312318,20131,FIS1025,4,33Y,7.5,AP,JEFFERSON FERRAZ DAMASCENO F ARAUJO
1312318,20131,MAT1157,6,33Y,7.1,AP,RENATA MARTINS DA ROSA
1312318,20131,QUI1709,2,33Y,8.6,AP,WHEI OH LIN
1312318,20131,QUI1720,4,33X,7.1,AP,ALESSANDRO KAPPEL JORDAO
1312318,20132,CRE1100,4,7TI,9.8,AP,THEOPHILO ANTONIO DA ROCHA MATTOS
1312318,20132,ENG1003,2,33G,10,AP,RONALDO RODRIGUES BASTOS
1312318,20132,FIS1026,4,33A,4.4,RM,RENATO BARBOSA DE OLIVEIRA
1312318,20132,FIS1027,2,33B,7.1,AP,DANIEL SOARES VELASCO
1312318,20132,INF1005,4,33N,9,AP,PAULA YPIRANGA DOS GUARANYS
1312318,20132,MAT1158,6,33C,6.5,AP,LUCIANA ARRUDA DE OLIVEIRA FREIRE
1312318,20132,MAT1200,4,33U,,CD,LILIANA MANUELA GASPAR C DA COSTA
1312318,20132,MAT1200,4,33Z,5.7,AP,MONICA MOREIRA BARROS
1312318,20141,CRE1127,4,7TO,9.5,AP,MARCOS VINICIO MIRANDA VIEIRA
1312318,20141,FIL1000,4,13A,8,AP,JOAO MANOEL DE ALBUQUERQUE LINS
1312318,20141,FIS1026,4,33E,5.9,AP,DANIEL SOARES VELASCO
1312318,20141,INF1007,4,33J,9,AP,EDIRLEI EVERSON SOARES DE LIMA
1312318,20141,INF1009,4,3WA,7.3,AP,BRUNO LOPES VIEIRA
1312318,20141,INF1012,2,3WA,6.9,AP,ARES
1312318,20141,MAT1162,4,33C,5.7,AP,DEBORA FREIRE MONDAINI
1312318,20142,ENG1007,2,3VB,,CL,NEY AUGUSTO DUMONT
1312318,20142,ENG1015,2,33J,7,AP,ANA ROSA FONSECA DE AGUIAR MARTINS
1312318,20142,FIS1041,4,33D,5.2,AP,DANIEL ACOSTA AVALOS
1312318,20142,FIS1042,2,33B,9,AP,HORTENCIO ALVES BORGES
1312318,20142,INF1010,4,3WA,6.2,AP,MARCO ANTONIO CASANOVA
1312318,20142,MAT1154,4,33I,5.6,AP,MONICA MOREIRA BARROS
1312295,20131,ENG1000,2,335,9.4,AP,NIVAL NUNES DE ALMEIDA
1312295,20131,FIS1025,4,33L,5.1,AP,ALEXANDRE BALIU BRAUTIGAM
1312295,20131,MAT1157,6,33L,6.6,AP,NEY ROBERTO DHEIN
1312295,20131,QUI1709,2,33L,6.8,AP,DANIELA SILVEIRA SOLURI
1312295,20131,QUI1720,4,33L,5,AP,PERCIO AUGUSTO MARDINI FARIAS
1312295,20132,CRE1100,4,7TX,10,AP,CASSIA QUELHO TAVARES
1312295,20132,ENG1003,2,33F,6.9,AP,RONALDO RODRIGUES BASTOS
1312295,20132,FIS1026,4,33D,,CD,WALDEMAR MONTEIRO DA SILVA JUNIOR
1312295,20132,FIS1026,4,33F,5,AP,DANIEL SOARES VELASCO
1312295,20132,FIS1027,2,33C,4.3,RM,CARLA GOBEL BURLAMAQUI DE MELLO
1312295,20132,FIS1027,2,33F,,CD,WALDEMAR MONTEIRO DA SILVA JUNIOR
1312295,20132,INF1005,4,33F,10,AP,CLAUDIA FERLIN
1312295,20132,MAT1158,6,33Q,5.5,AP,CARLOS FREDERICO BORGES PALMEIRA
1312295,20132,MAT1200,4,33R,4.6,RM,MIGUEL ADRIANO KOILLER SCHNOOR
1312295,20141,CRE1112,4,7TA,9.2,AP,MARCOS ANTONIO DE SANTANA
1312295,20141,ENG1015,2,33E,,CL,IVANI DE SOUZA BOTT
1312295,20141,FIS1027,2,33I,5.2,AP,ALEXANDRE BALIU BRAUTIGAM
1312295,20141,INF1007,4,33M,8.1,AP,HADES
1312295,20141,INF1009,4,3WA,6.6,AP,BRUNO LOPES VIEIRA
1312295,20141,MAT1162,4,33R,5.7,AP,OTAVIO KAMINSKI DE OLIVEIRA
